name,emission_label,justification,topic,probability,topic_name
Net Zero Aligned Construction Modifications,Material Emissions,"The clause allows for modifications that may involve the use of lower-emission materials or sustainable sourcing practices, thereby reducing emissions linked to the production and transportation of construction materials.",-1,0.0,Outliers / Misc
Net Zero Aligned Construction Modifications,Energy Consumption,The focus on energy efficiency improvements through net zero modifications can lead to significant reductions in emissions from energy consumption during the operational phase of the project.,2,1.0,Energy and Heat Consumption
Net Zero Aligned Construction Modifications,Waste Emissions,"The clause may also address waste management practices, encouraging modifications that minimize waste generation and promote recycling, thus reducing emissions associated with waste disposal.",0,0.7548798011316139,Waste and Construction Emissions
Net Zero Completion Adjustment Clause,Carbon Dioxide Emissions,"The clause directly addresses Carbon Dioxide emissions by establishing a financial mechanism to incentivize the reduction of these emissions, particularly through the calculation of the Carbon Negative Amount and the Net Zero Overshoot Amount.",1,1.0,Carbon and Fuel Emissions
Net Zero Completion Adjustment Clause,Methane Emissions,"Methane emissions are indirectly targeted as the clause requires the conversion of all greenhouse gases to Carbon Dioxide Equivalent, which includes methane, thus promoting a comprehensive approach to emissions reduction.",1,1.0,Carbon and Fuel Emissions
Net Zero Completion Adjustment Clause,Nitrous Oxide Emissions,"Nitrous Oxide emissions are also included in the broader category of greenhouse gases that must be accounted for, ensuring that any emissions from agricultural practices or industrial processes are considered in the Carbon Statement.",1,1.0,Carbon and Fuel Emissions
Net Zero Completion Adjustment Clause,Fugitive Emissions,"Fugitive emissions, which can occur during the extraction and transportation of fossil fuels, are implicitly addressed through the requirement for a detailed Carbon Statement that accounts for all emissions sources, including those that may not be directly measured.",1,1.0,Carbon and Fuel Emissions
Net Zero Completion Adjustment Clause,Process Emissions,"Process emissions from industrial activities are accounted for in the clause, as it mandates the use of specific carbon footprinting principles and standards that encompass emissions from chemical processes and manufacturing.",0,1.0,Waste and Construction Emissions
Net Zero Convertible Loan Note,Electricity Emissions,"The clause requires the company to purchase electricity on a green tariff that uses 100% renewable energy, directly reducing emissions associated with electricity consumption.",2,0.727695187537803,Energy and Heat Consumption
Net Zero Convertible Loan Note,Employee Commuting,"By establishing a training program for employees on environmental targets and the transition to net zero, the company aims to reduce emissions from employee commuting, particularly by encouraging sustainable travel options.",3,0.8144103267674507,Travel and Commuting
Net Zero Convertible Loan Note,Supply Chain Emissions,"The clause emphasizes aligning supply chain contracts with the Net Zero Target, which can help mitigate emissions generated from the production and transportation of goods and services within the supply chain.",0,1.0,Waste and Construction Emissions
Net Zero Convertible Loan Note,Operational Emissions,The requirement for the company to assess and verify its Carbon Footprint will help identify and reduce operational emissions from its facilities and processes.,-1,0.0,Outliers / Misc
Net Zero Convertible Loan Note,Waste Management Emissions,"The clause encourages the establishment of a sustainability committee to oversee the implementation of the Net Zero Transition Plan, which can include strategies for reducing emissions from waste management practices.",0,1.0,Waste and Construction Emissions
Net Zero Culture Employment Handbook,Commuting Emissions,"The clause encourages flexible working arrangements, which can significantly reduce commuting emissions by allowing employees to work from home, thereby decreasing the number of vehicles on the road and associated greenhouse gas emissions.",3,1.0,Travel and Commuting
Net Zero Culture Employment Handbook,Single-Use Plastics,"By promoting the elimination of single-use plastics in the workplace and supply chain, the clause addresses emissions related to the production and disposal of plastic products, which contribute to greenhouse gas emissions throughout their lifecycle.",0,0.8647101818464965,Waste and Construction Emissions
Net Zero Culture Employment Handbook,Home Office Energy,"The clause supports home working, which can lead to reduced energy consumption associated with office spaces, thus lowering emissions from energy use in commercial buildings and promoting the use of renewable energy sources at home.",2,1.0,Energy and Heat Consumption
Net Zero Culture Employment Handbook,Sustainable Travel,"The additional holiday policy incentivizes employees to choose sustainable travel options that do not involve flying, thereby reducing emissions associated with air travel, which is a significant contributor to greenhouse gas emissions.",3,0.555704948537504,Travel and Commuting
Net Zero Culture Employment Handbook,Training Emissions,"The training programs outlined in the clause aim to educate employees on sustainability practices, which can lead to reduced emissions through improved operational efficiencies and informed decision-making regarding resource use and waste management.",0,0.8422421246092789,Waste and Construction Emissions
Net Zero Land Promotion Agreement,Embodied Carbon,"The clause emphasizes the importance of considering Embodied Carbon in the construction of the development, which refers to the total greenhouse gas emissions associated with the materials and processes used in building the structure.",1,1.0,Carbon and Fuel Emissions
Net Zero Land Promotion Agreement,Operational Emissions,"Operational Emissions are addressed through the commitment to create a sustainable and net zero community, which implies that the development will be designed to minimize energy consumption and emissions during its operational phase.",-1,0.0,Outliers / Misc
Net Zero Land Promotion Agreement,Carbon Offsetting,"The clause allows for the use of the Carbon Premium to fund Carbon Offsetting initiatives, such as tree planting or peat bog preservation, which directly counteracts emissions generated by the development.",1,1.0,Carbon and Fuel Emissions
Net Zero Land Promotion Agreement,Carbon Insetting,"Carbon Insetting is promoted through the use of the Carbon Premium to support local environmental projects that reduce emissions, thereby integrating sustainability into the development's economic model.",1,1.0,Carbon and Fuel Emissions
Net Zero Land Promotion Agreement,Green Transport Emissions,"The Green Transport Objectives aim to reduce emissions from transportation associated with the development, encouraging the use of sustainable transport options and infrastructure.",3,0.7041438967317892,Travel and Commuting
"Net Zero Obligations in FIDIC Engineering, Procurement and Construction (EPC) Contracts",Construction Equipment Emissions,"The clause obliges contractors to measure and report their emissions, which includes emissions from construction equipment used on-site. By setting targets for reduction, it encourages the use of more efficient machinery or alternative energy sources, thereby reducing emissions from this source.",0,1.0,Waste and Construction Emissions
"Net Zero Obligations in FIDIC Engineering, Procurement and Construction (EPC) Contracts",Material Transport Emissions,"Material transport is a significant contributor to emissions in construction projects. By requiring contractors to account for and reduce their emissions, the clause incentivizes the use of local materials or more efficient logistics, which can lower transport-related emissions.",3,0.3811645642377922,Travel and Commuting
"Net Zero Obligations in FIDIC Engineering, Procurement and Construction (EPC) Contracts",Waste Management Emissions,"Construction projects often generate substantial waste, which can lead to emissions if not managed properly. The clause's focus on emissions reporting and reduction encourages better waste management practices, such as recycling and minimizing waste generation, thus reducing emissions associated with waste disposal.",0,1.0,Waste and Construction Emissions
"Net Zero Obligations in FIDIC Engineering, Procurement and Construction (EPC) Contracts",Energy Consumption Emissions,"Energy consumption during construction activities can lead to significant emissions. The clause's requirements for emissions reporting and reduction targets can drive contractors to adopt energy-efficient practices and technologies, thereby reducing emissions from energy use.",2,0.8331925683578121,Energy and Heat Consumption
"Net Zero Obligations in FIDIC Engineering, Procurement and Construction (EPC) Contracts",Subcontractor Emissions,"By mandating that subcontractors also adhere to net zero targets, the clause ensures that emissions from subcontracted activities are considered and managed. This holistic approach helps to mitigate emissions that may arise from various subcontracted services, such as specialized construction tasks or logistics.",-1,0.0,Outliers / Misc
Net Zero Target Supply Chain Cascade Clauses,Transportation Emissions,"The clause encourages suppliers to set their own net zero targets and develop transition plans, which can lead to reduced emissions from transportation activities associated with the delivery of goods and services.",3,1.0,Travel and Commuting
Net Zero Target Supply Chain Cascade Clauses,Manufacturing Emissions,"By requiring suppliers to introduce emission reduction technologies and processes, the clause directly addresses emissions generated during the manufacturing of goods, promoting cleaner production methods.",0,1.0,Waste and Construction Emissions
Net Zero Target Supply Chain Cascade Clauses,Waste Management Emissions,"The obligation to report on climate risks and opportunities includes waste management practices, which can help identify and reduce emissions from waste disposal and treatment processes.",0,1.0,Waste and Construction Emissions
Net Zero Target Supply Chain Cascade Clauses,Energy Consumption Emissions,"The clause emphasizes the importance of sustainability in energy consumption, encouraging suppliers to adopt energy-efficient practices that can lower emissions from electricity and fuel use.",2,0.8331925683578121,Energy and Heat Consumption
Net Zero Target Supply Chain Cascade Clauses,Deforestation Emissions,"The requirement for suppliers to plant native trees as a form of offsetting directly addresses emissions related to deforestation, promoting reforestation efforts that can sequester carbon.",-1,0.0,Outliers / Misc
Net Zero Within Company Whistleblowing Policies,Supplier Emissions,"The clause encourages the identification and reporting of breaches related to the company's net zero policy, particularly concerning suppliers that do not meet green credentials. This can help reduce emissions associated with the supply chain, as companies may choose to work with suppliers that have lower carbon footprints.",0,1.0,Waste and Construction Emissions
Net Zero Within Company Whistleblowing Policies,Operational Emissions,"By establishing a whistleblowing regime that addresses climate-related issues, the company can identify and mitigate operational practices that contribute to emissions, such as inefficient energy use or non-compliance with environmental regulations, thereby promoting more sustainable operational practices.",-1,0.0,Outliers / Misc
Net Zero Within Company Whistleblowing Policies,Waste Management Emissions,"The clause emphasizes the importance of transparency and accountability in reporting emissions-related breaches, which can lead to improved waste management practices. By encouraging reports on wasteful practices or non-compliance with waste reduction policies, the company can take corrective actions that reduce emissions from waste disposal and treatment.",0,1.0,Waste and Construction Emissions
Open Source Data Sharing: Enabling Sustainable Mobility for Cities,Vehicle Emissions,"The clause facilitates the sharing of vehicle registration and emissions data, which can be analyzed to identify high-emission vehicles and promote cleaner alternatives, thereby reducing overall vehicle emissions.",-1,0.0,Outliers / Misc
Open Source Data Sharing: Enabling Sustainable Mobility for Cities,Traffic Congestion,"By enabling data-driven insights into travel routes and passenger numbers, the agreement aims to optimize mobility services, which can lead to reduced traffic congestion, ultimately lowering emissions associated with idling and stop-and-go traffic.",3,0.695818754828557,Travel and Commuting
Open Source Data Sharing: Enabling Sustainable Mobility for Cities,Air Pollution,"The focus on air quality within the Climate Purposes indicates a commitment to monitoring and improving urban air quality, which is directly linked to emissions from vehicles and other sources, thus contributing to a healthier urban environment.",-1,0.0,Outliers / Misc
Parametric Insurance Incentives for the Protection of Coral Reefs,Coral Reef Degradation,"The clause incentivizes the rapid restoration of coral reefs after catastrophic weather events, which directly addresses the degradation of coral ecosystems caused by climate-induced natural disasters. By ensuring that reparative work is conducted promptly, the policy helps maintain the health of coral reefs, which are vital for marine biodiversity.",6,0.8864952448317724,Soil and Biodiversity
Parametric Insurance Incentives for the Protection of Coral Reefs,Sedimentation Runoff,"The inclusion of Climate Change Adaptation Measures, such as the removal of terrestrial debris, aims to reduce sedimentation runoff that can smother coral reefs. This clause encourages proactive measures to mitigate sedimentation events that can harm coral health and resilience.",8,1.0,Runoff and Pollution
Parametric Insurance Incentives for the Protection of Coral Reefs,Marine Biodiversity Loss,"By promoting coral gardening and transplantation as part of the Climate Change Adaptation Measures, the clause supports the enhancement of marine biodiversity. Healthy coral reefs provide habitat for numerous marine species, and their restoration contributes to the overall resilience of marine ecosystems against climate change impacts.",6,1.0,Soil and Biodiversity
Paris Aligned Company Articles,Carbon Dioxide Emissions,"The clause emphasizes the reduction or elimination of processes that release carbon dioxide, particularly through the commitment to achieve a 50% global reduction by 2030, which directly targets CO2 emissions from industrial processes and energy use.",1,1.0,Carbon and Fuel Emissions
Paris Aligned Company Articles,Methane Emissions,"By fostering climate resilience and low GHG emissions development, the clause indirectly addresses methane emissions, especially from agricultural practices and waste management, by promoting sustainable practices and adaptation strategies.",1,1.0,Carbon and Fuel Emissions
Paris Aligned Company Articles,Nitrous Oxide Emissions,"The commitment to reducing GHG emissions overall includes nitrous oxide emissions, which are often associated with agricultural activities and certain industrial processes, thus encouraging practices that minimize these emissions.",1,1.0,Carbon and Fuel Emissions
Paris Aligned Company Articles,Fugitive Emissions,"The clause's focus on offsetting strategies and natural sinks can help mitigate fugitive emissions, which are often released during the extraction and transportation of fossil fuels, by promoting practices that enhance carbon capture.",1,1.0,Carbon and Fuel Emissions
Paris Aligned Company Articles,Black Carbon Emissions,"The training and awareness programs outlined in the clause can lead to reductions in black carbon emissions, which are produced from incomplete combustion of fossil fuels and biomass, by promoting cleaner technologies and practices.",1,1.0,Carbon and Fuel Emissions
Promotion of Carbon Sinks and Ecological Restoration in Lettings of Rural Land,Nitrous Oxide Emissions,"The clause encourages the creation and implementation of a Nutrient Management Plan, which aims to minimize the use of artificial fertilizers. This reduction directly addresses nitrous oxide emissions, a potent greenhouse gas released during fertilizer application.",1,1.0,Carbon and Fuel Emissions
Promotion of Carbon Sinks and Ecological Restoration in Lettings of Rural Land,Methane Emissions,"By promoting biodiversity and ecological restoration, the clause indirectly targets methane emissions from livestock and organic waste decomposition, as improved land management can enhance soil health and reduce methane production.",1,1.0,Carbon and Fuel Emissions
Promotion of Carbon Sinks and Ecological Restoration in Lettings of Rural Land,Fertilizer Runoff,"The emphasis on minimizing artificial fertilizers also helps reduce fertilizer runoff, which can lead to nutrient pollution in water bodies, contributing to harmful algal blooms and further greenhouse gas emissions.",8,0.982361018373967,Runoff and Pollution
Promotion of Carbon Sinks and Ecological Restoration in Lettings of Rural Land,Soil Carbon Loss,"The clause's focus on managing land to protect and enhance carbon sinks directly addresses soil carbon loss, as improved land management practices can increase soil organic matter and carbon sequestration.",6,1.0,Soil and Biodiversity
Promotion of Carbon Sinks and Ecological Restoration in Lettings of Rural Land,Energy Consumption,"The requirement for tenants to minimize energy consumption and use renewable energy sources directly targets emissions from fossil fuel energy use, which is a significant contributor to climate change.",2,1.0,Energy and Heat Consumption
Promotion of Regenerative Farming Methods through Profit of Pasturage Agreements,Methane Emissions,"The clause promotes rotational grazing methods and appropriate livestock-to-land ratios, which can significantly reduce methane emissions produced by enteric fermentation in ruminant livestock.",1,1.0,Carbon and Fuel Emissions
Promotion of Regenerative Farming Methods through Profit of Pasturage Agreements,Nitrous Oxide Emissions,"By encouraging the use of natural fertilizers and precision farming methods, the clause aims to minimize nitrous oxide emissions that result from synthetic fertilizer application and soil disturbance.",1,1.0,Carbon and Fuel Emissions
Promotion of Regenerative Farming Methods through Profit of Pasturage Agreements,Pesticide Runoff,"The commitment to mow or spray invasive species using precision methods helps reduce pesticide runoff, which can lead to harmful emissions and environmental degradation, thereby promoting healthier ecosystems.",8,1.0,Runoff and Pollution
Reducing Supply Chain Food Waste,Methane Emissions,"Reducing food waste directly mitigates methane emissions, which are released when organic waste decomposes in landfills. By minimizing food waste throughout the supply chain, the clause helps prevent the generation of methane, a potent greenhouse gas.",1,1.0,Carbon and Fuel Emissions
Reducing Supply Chain Food Waste,Nitrous Oxide Emissions,"Nitrous oxide emissions can arise from the agricultural practices associated with food production. By promoting fairness and reducing food waste, the clause indirectly encourages more efficient use of resources, which can lead to lower nitrous oxide emissions from fertilizers and soil management.",1,1.0,Carbon and Fuel Emissions
Reducing Supply Chain Food Waste,Food Processing Emissions,"Food processing activities often contribute to greenhouse gas emissions through energy use and waste generation. By addressing food waste, the clause encourages more efficient processing practices, thereby reducing emissions associated with energy consumption and waste management.",0,1.0,Waste and Construction Emissions
Reducing Supply Chain Food Waste,Transportation Emissions,"Transportation of food products contributes to carbon emissions due to fuel consumption. By ensuring that customer orders are fulfilled efficiently and minimizing food waste, the clause can lead to optimized logistics and reduced transportation emissions.",3,1.0,Travel and Commuting
Repair or Refurbishment in Insurance Claims,Manufacturing Emissions,"By allowing for the repair or refurbishment of damaged goods instead of outright replacement, the clause reduces the need for new manufacturing processes, which are typically energy-intensive and contribute significantly to emissions associated with the production of new items.",0,1.0,Waste and Construction Emissions
Repair or Refurbishment in Insurance Claims,Transportation Emissions,"The clause encourages the repair of items, which can minimize the transportation emissions associated with shipping new products to replace damaged ones. This is particularly relevant if the repaired items are sourced locally, reducing the carbon footprint associated with long-distance transportation.",3,1.0,Travel and Commuting
Repair or Refurbishment in Insurance Claims,Waste Emissions,"Repairing and refurbishing items can lead to less waste being generated, as fewer products are discarded and sent to landfills. This reduction in waste contributes to lower emissions from waste management processes, including methane emissions from decomposing materials.",0,0.7548798011316139,Waste and Construction Emissions
Report on Title – Climate Change Clauses,Flooding Emissions,"The clause addresses flooding emissions by assessing the risk of flooding on the property, which can lead to significant property damage and associated emissions from repair and reconstruction activities.",5,0.7209024258554203,Water and Wastewater
Report on Title – Climate Change Clauses,Wildfire Emissions,"By including wildfires as a risk factor, the clause helps identify properties that may be susceptible to wildfire events, which can result in emissions from combustion and destruction of vegetation.",1,1.0,Carbon and Fuel Emissions
Report on Title – Climate Change Clauses,Heat Stress Emissions,"Heat stress emissions are considered in the clause, as properties that are vulnerable to extreme heat can lead to increased energy consumption for cooling, thereby contributing to higher emissions from power generation.",2,0.4037002407693785,Energy and Heat Consumption
Report on Title – Climate Change Clauses,Drought Emissions,"Drought emissions are highlighted in the clause, as properties in drought-prone areas may require additional water management strategies, which can lead to emissions from water transport and treatment processes.",-1,0.0,Outliers / Misc
SME’s Net Zero Objectives,Operational Energy Use,"The clause requires the parties to set a public Net Zero Target and interim GHG reduction targets, which will drive efforts to reduce emissions from operational energy use in facilities and equipment.",2,0.8681990339892731,Energy and Heat Consumption
SME’s Net Zero Objectives,Employee Commuting,"By mandating a Net Zero Transition Plan and annual training programs, the clause encourages practices that can reduce emissions associated with employee commuting, such as promoting remote work or sustainable transportation options.",3,0.8144103267674507,Travel and Commuting
SME’s Net Zero Objectives,Supply Chain Logistics,"The focus on measuring and reporting the Carbon Footprint includes emissions from supply chain logistics, as companies will need to assess and optimize their transportation and distribution methods to meet their targets.",0,0.9635046004516263,Waste and Construction Emissions
SME’s Net Zero Objectives,Waste Management,"The clause's emphasis on sustainability training will help identify and reduce emissions from waste management practices, encouraging recycling and responsible disposal methods among employees and contractors.",0,1.0,Waste and Construction Emissions
SME’s Net Zero Objectives,Product Lifecycle,"The requirement to develop a Net Zero Transition Plan will also address emissions throughout the product lifecycle, from production to disposal, by encouraging sustainable practices and materials that minimize carbon output.",0,1.0,Waste and Construction Emissions
SPA/ Investment Agreement: Disclosure of Climate Change Plans,Operational Emissions,"The clause emphasizes the Company's Net Zero Target and Carbon Budget, which directly relates to reducing operational emissions from energy use and processes within the company's facilities.",-1,0.0,Outliers / Misc
SPA/ Investment Agreement: Disclosure of Climate Change Plans,Supply Chain Emissions,"By maintaining a climate change risk register that includes upstream supply chain risks, the clause addresses emissions associated with the production and transportation of goods and services, encouraging suppliers to adopt lower-emission practices.",0,1.0,Waste and Construction Emissions
SPA/ Investment Agreement: Disclosure of Climate Change Plans,Waste Management Emissions,"The clause outlines steps the Company takes to reduce, recycle, and reuse waste, which directly impacts emissions from waste management processes, particularly those related to landfill and incineration.",0,1.0,Waste and Construction Emissions
SPA/ Investment Agreement: Disclosure of Climate Change Plans,Customer Engagement Emissions,"Offering customers the option to offset their Carbon Footprint engages them in climate action, potentially reducing emissions associated with the consumption of the Company's products or services.",0,0.8680753224358212,Waste and Construction Emissions
Securing Net Zero in Planning Development Projects,Operational Energy Use,"The clause emphasizes the need for developments to achieve net zero-carbon in operation, which directly targets emissions from operational energy use, ensuring that buildings are designed to minimize energy consumption and utilize renewable energy sources.",2,0.8681990339892731,Energy and Heat Consumption
Securing Net Zero in Planning Development Projects,Construction Emissions,"By requiring a whole life-cycle carbon emissions assessment, the clause addresses emissions generated during the construction phase, including those from machinery, transportation, and construction activities, thereby promoting sustainable building practices.",0,1.0,Waste and Construction Emissions
Securing Net Zero in Planning Development Projects,Material Production,"The clause's focus on materials used in construction aims to reduce emissions associated with material production, encouraging the use of low-carbon materials and sustainable sourcing practices.",0,0.9904707833223028,Waste and Construction Emissions
Securing Net Zero in Planning Development Projects,Demolition Emissions,"The requirement for assessing emissions from demolition and disposal processes ensures that the lifecycle of a building is considered, thereby reducing emissions that occur when a building is taken down and its materials are disposed of.",0,1.0,Waste and Construction Emissions
Securing Net Zero in Planning Development Projects,Energy Monitoring,"The 'Be Seen' energy monitoring component helps to identify discrepancies between theoretical and actual energy use, allowing for adjustments that can lead to reduced operational energy emissions over time.",2,1.0,Energy and Heat Consumption
Shareholder Resolutions Relating to a Company’s Climate Change Commitments,Fugitive Emissions,"Fugitive emissions may arise from leaks in equipment or processes, particularly in energy production and distribution. The clause's emphasis on establishing an Energy Transition Strategy aims to identify and mitigate these emissions through improved operational practices.",1,1.0,Carbon and Fuel Emissions
Shareholder Resolutions Relating to a Company’s Climate Change Commitments,Process Emissions,"Process emissions are generated during the production of goods and services, particularly in industries like manufacturing and energy. By committing to a Climate Transition Action Plan, the company can implement technologies and practices that reduce emissions from these processes.",0,1.0,Waste and Construction Emissions
Shareholder Resolutions Relating to a Company’s Climate Change Commitments,Combustion Emissions,Combustion emissions result from burning fossil fuels for energy. The clause's targets for reducing emissions and achieving net zero by 2050 directly address the need to transition away from fossil fuel combustion in operations and energy use.,1,1.0,Carbon and Fuel Emissions
Shareholder Resolutions Relating to a Company’s Climate Change Commitments,Transportation Emissions,"Transportation emissions occur from the movement of goods and services. The clause encourages the company to consider its entire value chain, which includes transportation logistics, and to adopt strategies that minimize emissions from this sector.",3,1.0,Travel and Commuting
Shareholder Resolutions Relating to a Company’s Climate Change Commitments,Waste Emissions,"Waste emissions are produced from the disposal and treatment of waste materials. The commitment to a comprehensive emissions reduction strategy includes addressing waste management practices, which can significantly reduce methane and other greenhouse gases released from landfills.",0,0.7548798011316139,Waste and Construction Emissions
Sponsorship agreement: Net Zero Outcome,Fossil Fuel Combustion,"The clause encourages the Sponsor to actively engage in reducing emissions associated with fossil fuel combustion by promoting a Net Zero Transition Plan, which typically includes strategies to minimize reliance on fossil fuels in operations.",1,0.9751135125431447,Carbon and Fuel Emissions
Sponsorship agreement: Net Zero Outcome,Waste Management Emissions,"By requiring sustainable practices in marketing materials and events, the clause addresses emissions from waste management, particularly through mandates for plastic-free events and the use of vegan-friendly materials, which can significantly reduce landfill contributions.",0,1.0,Waste and Construction Emissions
Sponsorship agreement: Net Zero Outcome,Transportation Emissions,"The clause promotes sustainable transportation methods for events and activities, which can help reduce emissions from transportation by encouraging the use of low-emission vehicles or public transport for attendees.",3,1.0,Travel and Commuting
Sponsorship agreement: Net Zero Outcome,Electricity Generation Emissions,"The requirement for the Sponsor to use 100% renewable energy for hosted websites directly targets emissions from electricity generation, promoting a shift away from fossil fuel-based energy sources.",2,1.0,Energy and Heat Consumption
Stakeholder Company Climate Questionnaire,Operational Emissions,"The clause addresses operational emissions by requiring the company to set and report on targets for reducing emissions from its own operations, which can include direct emissions from facilities and equipment.",-1,0.0,Outliers / Misc
Stakeholder Company Climate Questionnaire,Supply Chain Emissions,"By embedding climate targets into contracts with third parties, the clause encourages the reduction of emissions throughout the supply chain, which can include emissions from the production and transportation of goods and services.",0,1.0,Waste and Construction Emissions
Stakeholder Company Climate Questionnaire,Waste Emissions,"The clause's focus on waste reduction and circular economy considerations directly targets emissions associated with waste management and disposal, which can contribute significantly to overall emissions profiles.",0,0.7548798011316139,Waste and Construction Emissions
Stakeholder Company Climate Questionnaire,Energy Consumption,"The requirement for the company to monitor and report on energy consumption helps to identify and reduce emissions associated with energy use, which is a major contributor to climate change.",2,1.0,Energy and Heat Consumption
Stakeholder Company Climate Questionnaire,Water Use,"By including metrics related to water use, the clause promotes the efficient use of water resources, which can indirectly reduce emissions associated with water treatment and distribution processes.",5,1.0,Water and Wastewater
Subcontractor/ Supplier Self-Assessment Climate Questionnaire (Construction),Construction Waste,"The questionnaire encourages subcontractors and suppliers to assess and report on their waste management practices, which can lead to reduced construction waste and associated emissions.",0,1.0,Waste and Construction Emissions
Subcontractor/ Supplier Self-Assessment Climate Questionnaire (Construction),Energy Consumption,"By promoting energy efficiency and renewable energy use among subcontractors, the clause aims to lower emissions from energy consumption during construction activities.",2,1.0,Energy and Heat Consumption
Subcontractor/ Supplier Self-Assessment Climate Questionnaire (Construction),Transportation Emissions,"The self-assessment includes criteria related to transportation logistics, which can help identify opportunities to reduce emissions from the transportation of materials and personnel to and from construction sites.",3,1.0,Travel and Commuting
Subcontractor/ Supplier Self-Assessment Climate Questionnaire (Construction),Material Sourcing,"The clause emphasizes responsible material sourcing, which can lead to reduced emissions associated with the extraction, processing, and transportation of raw materials used in construction.",0,0.8848940394345362,Waste and Construction Emissions
Supplier Environmental Threshold Obligations,Carbon Footprint,"The clause mandates the Supplier to assess and report on the Carbon Footprint, which directly targets emissions produced during the manufacturing and delivery of goods or services.",1,1.0,Carbon and Fuel Emissions
Supplier Environmental Threshold Obligations,Operational Emissions,"By requiring continuous improvement plans with quantifiable targets for reducing the Carbon Footprint, the clause encourages the Supplier to implement operational efficiencies that lower emissions associated with energy use and waste management.",-1,0.0,Outliers / Misc
Supplier Environmental Threshold Obligations,Supply Chain Emissions,"The obligation to incorporate similar emissions reduction clauses into supply chain contracts ensures that emissions from upstream suppliers are also addressed, thereby reducing overall supply chain emissions.",0,1.0,Waste and Construction Emissions
Supplier Environmental Threshold Obligations,Product Lifecycle Emissions,"The focus on assessing the Carbon Footprint throughout the product lifecycle helps identify and mitigate emissions from raw material extraction, production, transportation, and end-of-life disposal.",0,1.0,Waste and Construction Emissions
Supply: Renewable Energy Requirements,Fossil Fuel Combustion,"The clause mandates the procurement of wholly renewable energy, which directly reduces emissions associated with fossil fuel combustion in electricity generation. By ensuring that the energy supplied is from renewable sources, it eliminates the greenhouse gas emissions typically produced from burning fossil fuels.",1,0.9751135125431447,Carbon and Fuel Emissions
Supply: Renewable Energy Requirements,Electricity Generation,"Electricity generation from non-renewable sources is a significant contributor to carbon emissions. This clause ensures that the electricity supplied is entirely renewable, thereby mitigating emissions from traditional electricity generation methods that rely on coal, natural gas, or oil.",2,0.9247376434821204,Energy and Heat Consumption
Supply: Renewable Energy Requirements,Energy Supply Chain,"The energy supply chain often includes various stages where emissions can occur, from extraction to transportation. By requiring suppliers to adhere to renewable energy obligations, the clause promotes a cleaner energy supply chain, reducing emissions associated with the production and distribution of energy.",0,1.0,Waste and Construction Emissions
Supply: Termination for Greener Supplier,Transportation Emissions,"The clause encourages suppliers to provide goods or services with a lower carbon footprint, which can significantly reduce transportation emissions associated with the delivery of products. By switching to a greener supplier, the customer can minimize the emissions generated during the transportation of goods.",3,1.0,Travel and Commuting
Supply: Termination for Greener Supplier,Manufacturing Emissions,"By requiring suppliers to demonstrate a lower carbon footprint, the clause indirectly promotes more sustainable manufacturing practices. This can lead to reduced emissions from production processes, as suppliers may adopt cleaner technologies or more efficient methods to lower their carbon output.",0,1.0,Waste and Construction Emissions
Supply: Termination for Greener Supplier,Energy Consumption Emissions,"The emphasis on achieving a Green Improvement may incentivize suppliers to utilize renewable energy sources or improve energy efficiency in their operations, thereby reducing emissions associated with energy consumption during the production and delivery of goods or services.",2,0.8331925683578121,Energy and Heat Consumption
Supply: Termination for Greener Supplier,Waste Management Emissions,"The clause may also lead to better waste management practices among suppliers, as those aiming for a greener profile are likely to implement strategies that minimize waste generation and enhance recycling efforts, thus reducing emissions related to waste disposal.",0,1.0,Waste and Construction Emissions
Supply Chain Emissions Scorecard,CO2 Emissions,"The clause emphasizes the need for absolute reductions in CO2 emissions, which directly targets the reduction of carbon dioxide emissions from various operational activities.",1,1.0,Carbon and Fuel Emissions
Supply Chain Emissions Scorecard,Energy Consumption,"By requiring monitoring and tracking of energy consumption, the clause aims to reduce energy-related emissions, promoting efficiency and the use of renewable energy sources.",2,1.0,Energy and Heat Consumption
Supply Chain Emissions Scorecard,Waste Emissions,"The focus on waste generated in operations encourages practices that minimize waste emissions, thereby reducing methane and other greenhouse gases associated with waste disposal.",0,0.7548798011316139,Waste and Construction Emissions
Supply Chain Emissions Scorecard,Transportation Emissions,"Engagement with suppliers regarding environmental performance addresses emissions from transportation, as it encourages more sustainable logistics and distribution practices.",3,1.0,Travel and Commuting
Supply Chain Emissions Scorecard,Procurement Emissions,"The clause's emphasis on sustainable procurement policies aims to reduce emissions associated with the production and transportation of purchased goods and services, promoting a lower carbon supply chain.",0,0.9677072850055549,Waste and Construction Emissions
Supply Chain Sustainable Land Use Clause and Questionnaire,Deforestation Emissions,"The clause addresses deforestation emissions by requiring parties to minimize land use changes that could lead to the conversion of natural ecosystems into production systems, thereby reducing carbon emissions associated with tree loss.",-1,0.0,Outliers / Misc
Supply Chain Sustainable Land Use Clause and Questionnaire,Soil Degradation Emissions,"Soil degradation emissions are mitigated through the promotion of sustainable land management practices, which help maintain soil health and prevent the release of stored carbon into the atmosphere.",6,0.8408732255604932,Soil and Biodiversity
